test,violations,paths,addresses,spec,misforwarding,guided,trace,filename,wall_time,Running time,
spectrev1 --case case_13,1,NA,Instruction Address 0x400ea4,True,False,False,False,spectrev1 --case case_13.spec.O0,0.502856907987734,0.113719267013948,
spectrev1 --case case_14,1,NA,Instruction Address 0x400ee0,True,False,False,False,spectrev1 --case case_14.spec.O0,0.476012303988682,0.16066601901548,
Clang_Ofast,,,,,,,,,,,
spectrev1 --case case_1,1,NA,Instruction Address 0x400bb4,True,False,False,False,spectrev1 --case case_1.spec.O0,1.30437232801341,0.221245405002264,
spectrev1 --case case_2,1,NA,Instruction Address 0x400be4,True,False,False,False,spectrev1 --case case_2.spec.O0,0.703683625004487,0.173522693978157,
spectrev1 --case case_3,1,NA,Instruction Address 0x400c26,True,False,False,False,spectrev1 --case case_3.spec.O0,0.753811802016571,0.16674073698232,
spectrev1 --case case_4,1,NA,Instruction Address 0x400c5b,True,False,False,False,spectrev1 --case case_4.spec.O0,0.665020198997809,0.121226376999402,
spectrev1 --case case_5,2,NA,"Instruction Address 0x400c96,Instruction Address 0x400cbb",True,False,False,False,spectrev1 --case case_5.spec.O0,0.68769449199317,0.226253102999181,
spectrev1 --case case_6,1,NA,Instruction Address 0x400d0e,True,False,False,False,spectrev1 --case case_6.spec.O0,0.601592263003113,0.106113425979856,
spectrev1 --case case_7,1,NA,Instruction Address 0x400d3e,True,False,False,False,spectrev1 --case case_7.spec.O0,0.65141977899475,0.13296557898866,11.1587750270555
spectrev1 --case case_8,0,NA,,True,False,False,False,spectrev1 --case case_8.spec.O0,1.31649041801575,0.878096206986811,
spectrev1 --case case_9,1,NA,Instruction Address 0x400da4,True,False,False,False,spectrev1 --case case_9.spec.O0,0.547223012021277,0.150097297999309,
spectrev1 --case case_10,1,NA,Instruction Address 0x400dd0,True,False,False,False,spectrev1 --case case_10.spec.O0,0.52933605099679,0.102417307993164,
spectrev1 --case case_11gcc,1,NA,Instruction Address 0x400dfa,True,False,False,False,spectrev1 --case case_11gcc.spec.O0,0.542890393990092,0.100528372975532,
spectrev1 --case case_11ker,1,NA,Instruction Address 0x400e34,True,False,False,False,spectrev1 --case case_11ker.spec.O0,0.536183321004501,0.0990443440095987,
spectrev1 --case case_11sub,1,NA,Instruction Address 0x400e64,True,False,False,False,spectrev1 --case case_11sub.spec.O0,0.660766009998042,0.160777036013315,
spectrev1 --case case_12,1,NA,Instruction Address 0x400e97,True,False,False,False,spectrev1 --case case_12.spec.O0,0.513460017013131,0.104935114999535,
spectrev1 --case case_13,1,NA,Instruction Address 0x400ec4,True,False,False,False,spectrev1 --case case_13.spec.O0,0.559339606988942,0.100537917023757,
spectrev1 --case case_14,1,NA,Instruction Address 0x400f00,True,False,False,False,spectrev1 --case case_14.spec.O0,0.585491709003691,0.114010027988115,
GCC_O0,,,,,,,,,,,
spectrev4 --case case_1,2,NA,"Instruction Address 0x400ba4,Instruction Address 0x400bae",True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,39.41226907901,38.291607599007,
spectrev4 --case case_2,1,NA,Instruction Address 0x400c17,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,5.19044933500118,4.13104183098767,
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,3.1988329020096,2.14207578697824,
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,3.74257380099152,2.69634803402005,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,8.63545348099433,7.59662562000449,
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,8.81280137700378,7.76525452701026,
spectrev4 --case case_7,1,NA,Instruction Address 0x400dd8,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,7.40544493900961,6.37581909599248,
spectrev4 --case case_8,1,NA,Instruction Address 0x400e2a,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,4.50392356602242,3.43695934599964,
spectrev4 --case case_10,2,NA,"Instruction Address 0x400f7f,Instruction Address 0x400f93",True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,62.1621610590082,61.1420104709978,
spectrev4 --case case_11,1,NA,Instruction Address 0x400fff,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,100.046472210001,98.9911818540131,
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,30.7226380200009,29.5853348689852,
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,44.9951958799793,43.8620318199974,
GCC_O1,,,,,,,,,,,
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,1.27942370899837,0.16048368398333,
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,1.97681167401606,0.910438833001535,
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,2.0001645150187,0.90798309398815,
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,1.23222876500222,0.15104319297825,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,2.00571115800994,0.939872282993747,
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,1.97703091500443,0.919263960997341,
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,1.99442940001609,0.926145058998372,
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,1.14091628501774,0.0880357710120734,
spectrev4 --case case_9_bis,failed,NA,,True,True,False,False,spectrev4 --case case_9_bis.spec.misforwarding.O0,NA,NA,
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,4.00022556699696,1.27393244800624,
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,3.79459972499171,2.17729810901801,
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,2.86939020498539,1.20777157798875,
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,3.77291936401161,2.18151082700933,
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,1.19271208302234,0.14891706398339,
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,1.96399695501896,0.92076814599568,
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,1.90942033601459,0.881378367019352,
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,1.19027313400875,0.151269083988154,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,2.03208683800767,0.947827241005143,
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,1.99933818099089,0.908884414006025,
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,1.99884406200727,0.934110718022566,
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,1.11958048600354,0.0883184910053387,
spectrev4 --case case_9,failed,NA,,True,True,False,False,spectrev4 --case case_9.spec.misforwarding.O0,NA,NA,
spectrev4 --case case_9_bis,failed,NA,,True,True,False,False,spectrev4 --case case_9_bis.spec.misforwarding.O0,NA,NA,
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,3.1209712990094,1.39185873800307,
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,2.78780248301337,1.20126150001306,
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,2.88520888600033,1.36010602599708,
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,2.14263071300229,0.850581437000074,
GCC_O3,,,,,,,,,,,
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,1.22857701801695,0.166670732985949,
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,1.93091014598031,0.867972045001807,
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,1.96520580700599,0.894001149019459,
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,1.16706570700626,0.139383760018973,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,1.98180293597397,0.921176121017197,
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,2.00787561800098,0.941626432992052,
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,1.9718678080244,0.935428336000769,
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,1.11234677201719,0.0857634599960875,
spectrev4 --case case_9,failed,NA,,True,True,False,False,spectrev4 --case case_9.spec.misforwarding.O0,NA,NA,
spectrev4 --case case_9_bis,failed,NA,,True,True,False,False,spectrev4 --case case_9_bis.spec.misforwarding.O0,NA,NA,
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,4.03540303898626,1.44073445801041,
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,2.91313583700685,1.32387839400326,
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,3.10390636601369,1.33972315301071,
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,2.93266757798847,1.31238937299349,
Clang_O0,,,,,,,,,,,
spectrev4 --case case_1,3,NA,"Instruction Address 0x400bbe,Instruction Address 0x400bc6,Instruction Address 0x400bdd",True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,691.48566763202,688.088071225997,
spectrev4 --case case_2,1,NA,Instruction Address 0x400c2c,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,15.2568978529889,12.0315540320007,
spectrev4 --case case_3,1,NA,Instruction Address 0x400c7c,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,15.7246863030014,12.3851127840171,
spectrev4 --case case_4,1,NA,Instruction Address 0x400cd9,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,53.3487991910079,49.6367174200132,
spectrev4 --case case_5,1,NA,Instruction Address 0x400d4a,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,60.1407695160015,56.5889093800215,
spectrev4 --case case_6,1,NA,Instruction Address 0x400dbc,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,60.5141529949906,56.4902938790037,
spectrev4 --case case_7,1,NA,Instruction Address 0x400e1a,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,24.7160491220129,20.5133184250153,
spectrev4 --case case_8,1,NA,Instruction Address 0x400e75,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,13.6167938040162,10.4155155810004,
spectrev4 --case case_10,2,NA,"Instruction Address 0x40100b,Instruction Address 0x401019",True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,312.662610133993,309.274729719007,
spectrev4 --case case_11,1,NA,Instruction Address 0x401090,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,491.276308653003,487.758854768006,
spectrev4 --case case_12,2,NA,"Instruction Address 0x4010db,Instruction Address 0x4010e9",True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,328.509542388987,324.982328558981,
spectrev4 --case case_13,1,NA,Instruction Address 0x401130,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,509.884520963999,506.325987288001,
Clang_O1,,,,,,,,,,,
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,4.09162705400377,0.495314729021629,
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,6.10896816701279,2.52381859198795,
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,6.07801685601589,2.80400453499169,
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,4.08327974600252,0.489524734002771,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,6.31239946500864,2.79348312600632,
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,6.31394899499719,2.71481108700391,
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,6.07814057200449,2.80044167701271,
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,3.69616452598711,0.254753012006404,
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,8.91368452800089,5.59882116998779,
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,7.82750839198707,4.53016085299896,
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,8.933040214004,5.59310727199772,
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,7.83563289200538,4.57869362799102,
Clang_O2,,,,,,,,,,,
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,3.741081294982,0.449896579986671,
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,5.78303007400245,2.4862576550222,
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,5.74931252800161,2.46498929298832,
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,4.10215023500496,0.491369695984758,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,6.71949993900489,2.93600955497823,
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,7.52365148399258,3.41504844700103,
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,7.03652228898136,2.85661759698996,
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,4.24543635000009,0.405071360990405,
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,6.24666866799817,2.49049953199574,
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,5.85831621300895,2.59498910600087,
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,6.28644316800637,2.91204622498481,
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,6.56346617700183,2.93340944699594,
Clang_O3,,,,,,,,,,,
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,4.00741031297366,0.532062743994175,
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,6.58581700999639,3.09958529702271,
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,6.79249812601483,2.63242468298995,
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,4.02130611101165,0.432498278998537,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,6.45260388401221,3.05977386501036,
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,6.55493647998082,2.98376882498269,
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,6.33409380400553,2.89558709200355,
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,3.70325088899699,0.259744705021149,
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,6.06517535098828,2.56845066801179,
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,6.18951832299354,2.61278468099772,
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,6.86541451900848,2.89295293600298,
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,6.73693682299927,2.95504726699437,
Clang_Ofast,,,,,,,,,,,
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,3.70800757899997,0.416905211983249,
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,6.16149943001801,2.74329177499749,
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,5.93175888500991,2.52965246600797,
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,3.83504965601605,0.464868907991331,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,6.04125621300773,2.66877653601114,
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,5.95702589600114,2.65817707398674,
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,6.01950670900987,2.60085872001946,
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,3.76220725200255,0.390819753985852,
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,6.04511390900007,2.60930490997271,
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,5.8470709999965,2.49124784598825,
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,5.78828133299248,2.40637516399147,
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,5.81603453701246,2.42199771001469,
GCC_Ofast,,,,,,,,,,,
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,4.450201364990789,0.5208003310253844
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,7.026848951005377,3.0076644659857266
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,6.982161523017567,3.0307830540114082
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,4.319736550009111,0.47898566399817355
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,6.606113735004328,2.9296117440098897
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,6.36221122299321,2.894963334023487
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,6.523927701986395,2.888672762986971
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,3.6820769409823697,0.28449121399899013
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,6.936772298999131,3.0282747150049545
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,5.814770900004078,2.488607545994455
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,6.1013948199979495,2.771935757016763
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,5.832315576000838,2.404784070997266
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.402591552992817,0.30681698500120547
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.14219785601017065,0.05093726399354637
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.3983145499951206,0.30659841900342144
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.412656923988834,0.3168064450001111
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.5169796529953601,0.4261895119998371
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.26646402300684713,0.1756762920122128
test1 ,1,NA,Instruction Address 0x401151,True,False,False,False,test1 .spec.O0,0.15200908698898274,0.054968710988759995
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.4112031050026417,0.3133735779993003
test1 ,1,NA,Instruction Address 0x401151,True,False,False,False,test1 .spec.O0,0.14355697999417316,0.05284294000011869
test1 ,1,NA,Instruction Address 0x401151,True,False,False,False,test1 .spec.O0,0.14158863299235236,0.0532342480000807
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.39565584700903855,0.3051476139953593
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.5164728859963361,0.42607847999897785
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.26878948298690375,0.177426383990678
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.2604107740044128,0.17176390999520663
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,1,NA,Instruction Address 0x401151,True,False,False,False,test1 .spec.O0,0.13964073998795357,0.05126586499682162
test1 ,1,NA,Instruction Address 0x401151,True,False,False,False,test1 .spec.O0,0.3263229160074843,0.23659932900045533
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.4104011639865348,0.314462636000826
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.3995694639888825,0.305822984999395
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.20815565799421165,0.1153606879961444
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.2725915420014644,0.1750821530004032
test1 ,1,NA,Instruction Address 0x401151,True,False,False,False,test1 .spec.O0,0.13632464299735148,0.043584760001976974
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.14811748699867167,0.05450949599617161
test1 ,1,NA,Instruction Address 0x4004aa,True,False,False,False,test1 .spec.O0,0.11340372898848727,0.046431655006017536
spectrev4 --case case_1,0,NA,,True,False,False,False,spectrev4 --case case_1.spec.O0,0.33808079099981114,0.06398666099994443
spectrev4 --case case_2,0,NA,,True,False,False,False,spectrev4 --case case_2.spec.O0,0.5053629750036635,0.2332406959903892
spectrev4 --case case_3,0,NA,,True,False,False,False,spectrev4 --case case_3.spec.O0,0.5098055400012527,0.2323463780048769
spectrev4 --case case_4,0,NA,,True,False,False,False,spectrev4 --case case_4.spec.O0,0.3362958939978853,0.06337357001029886
spectrev4 --case case_5,0,NA,,True,False,False,False,spectrev4 --case case_5.spec.O0,0.5077586130064446,0.23395999599597417
spectrev4 --case case_6,0,NA,,True,False,False,False,spectrev4 --case case_6.spec.O0,0.5051978749979753,0.23077063300297596
spectrev4 --case case_7,0,NA,,True,False,False,False,spectrev4 --case case_7.spec.O0,0.5307303510198835,0.23624101601308212
spectrev4 --case case_8,0,NA,,True,False,False,False,spectrev4 --case case_8.spec.O0,0.3034912529983558,0.031035391002660617
spectrev4 --case case_10,0,NA,,True,False,False,False,spectrev4 --case case_10.spec.O0,0.5081060829979833,0.23261750899837352
spectrev4 --case case_11,0,NA,,True,False,False,False,spectrev4 --case case_11.spec.O0,0.6241068530071061,0.2325832289934624
spectrev4 --case case_12,0,NA,,True,False,False,False,spectrev4 --case case_12.spec.O0,0.5140854119963478,0.23545150601421483
spectrev4 --case case_13,0,NA,,True,False,False,False,spectrev4 --case case_13.spec.O0,0.51526522700442,0.2343273789738305
test1 ,0,NA,,True,False,False,False,test1 .spec.O0,0.5397986250172835,0.22605902797658928
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
test1 ,1,NA,Instruction Address 0x401169,True,False,False,False,test1 .spec.O0,0.11665311999968253,0.058970374026102945
test1 ,failed,NA,,True,False,False,False,test1 .spec.O0,NA,NA
all ,failed,NA,,False,False,False,False,all .O0,NA,NA
div_test ,failed,NA,,False,False,False,False,div_test .O0,NA,NA
div_test ,1,NA,Instruction Address 0x4016e1,True,False,False,False,div_test .spec.O0,1.3281779820026713,0.2116972620060551
div_test ,1,NA,Instruction Address 0x4016e1,True,False,False,False,div_test .spec.O0,1.3692331079946598,0.219980244000908
div_test ,1,NA,Instruction Address 0x4016e1,True,False,False,False,div_test .spec.O0,1.281356881998363,0.18970732799789403
gmeter ,failed,NA,,True,False,False,False,gmeter .spec.O0,NA,NA
gmeter ,failed,NA,,True,False,False,False,gmeter .spec.O0,NA,NA
gmeter ,2,NA,"Instruction Address 0x4004c3,Instruction Address 0x4004db",True,False,False,False,gmeter .spec.O0,0.31566947800456546,0.22847634099889547
spectrev1 ,failed,NA,,True,False,False,False,spectrev1 .spec.O0,NA,NA
spectrev1 all,failed,NA,,True,False,False,False,spectrev1 all.spec.O0,NA,NA
spectrev1 --case case_5,0,NA,,True,False,False,False,spectrev1 --case case_5.spec.O0,1.3414624670112971,1.016699897008948
spectrev1 --case case_4,0,NA,,True,False,False,False,spectrev1 --case case_4.spec.O0,0.5501379380002618,0.22323516101459973
salsa ,2,NA,"Instruction Address 0x4669e4,Instruction Address 0x466a8d",True,False,False,False,salsa .spec.O0,979.1985809100152,978.8886238810082
salsa ,failed,NA,,True,True,False,False,salsa .spec.misforwarding.O0,NA,NA
sha512 ,3,NA,"Instruction Address 0x467c44,Instruction Address 0x467ced,Instruction Address 0x43a1b0",True,False,False,False,sha512 .spec.O0,428.2627700600133,427.94201945199165
streamxor ,failed,NA,,True,False,False,False,streamxor .spec.O0,NA,NA
ed25519 ,failed,NA,,True,False,False,False,ed25519 .spec.O0,NA,NA
ed25519 ,failed,NA,,True,False,False,False,ed25519 .spec.O0,NA,NA
ed25519 ,failed,NA,,True,True,False,False,ed25519 .spec.misforwarding.O0,NA,NA
streamxor ,failed,NA,,True,True,False,False,streamxor .spec.misforwarding.O0,NA,NA
sha512 ,failed,NA,,True,True,False,False,sha512 .spec.misforwarding.O0,NA,NA
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,0.3271666640066542,0.04249556496506557
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,0.538802552036941,0.2684026589849964
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,0.5098557930323295,0.23951094399672002
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,0.30708669003797695,0.03734927100595087
